id,movie_title,overview,director,actor_1,actor_2,actor_3,genres,popularity,year,vote_average,vote_count,describe
418655.0,anjaane,"Laxmi finds an abandoned baby at a temple and decides to keep him. When her husband, Shankar, returns from jail, they name the child Ramu. While Laxmi wants him to go to school, study and become someone important, Shankar wants him to gamble, partner him in bootlegging and smuggling. Ramu is unable to fit in school and decides to work with his dad. Thus Ramu grows up accepting crime as his career. Then a young woman named Mala enters his life, and both fall in love with each other. When Mala finds out about Ramu's career, she makes him promise that he will go straight. He does go straight, gets a job, and when he is laid off he takes to helping Dhondu catch fish. Then Ramu's world gets turned upside when Inspector Hemant, while apprehending Shankar, guns down Laxmi. An enraged Ramu decides that he must kill Hemant at any cost. Watch what impact this will have on Hemant's mom, his dad, and Mala herself as she watches Ramu descent into the very hell that she had tried to redeem him from.",Ravi Rai,Raveena Tandon,Vivek Mushran,unknown,Drama,0.6,2000,10.0,1.0,Raveena Tandon Vivek Mushran unknown Ravi Rai Drama 0.6
413278.0,apradhi kaun,"A wealthy man, suspected of murder, is killed before he can be arrested. Everyone in his household is under suspicion. A private investigator looks into the case and finds himself falling in love with one of the suspects.",Mohan Bhakri,Ishrat Ali,Shagufta Ali,unknown,Thriller Mystery Drama,0.6,2000,8.0,1.0,Ishrat Ali Shagufta Ali unknown Mohan Bhakri Thriller Mystery Drama 0.6
302309.0,baaghi,"Growing up in Mumbai, Surya is in awe of a powerful local gangster and helps out his gang. Soon, he enters into a life of crime where there is no turning back.",Rajesh Kumar Singh,Sanjay Dutt,Manisha Koirala,unknown,Romance Crime,0.84,2000,4.5,2.0,Sanjay Dutt Manisha Koirala unknown Rajesh Kumar Singh Romance Crime 0.84
11854.0,kuch kuch hota hai,"Anjali is left heartbroken when her best friend and secret crush, Rahul, falls in love with Tina. Years later, Tina's young daughter tries to fulfil her mother's last wish of uniting Rahul and Anjali.",Karan Johar,Shahrukh Khan,Kajol,Rani Mukerji,Romance Drama,13.007,2000,7.7,309.0,Shahrukh Khan Kajol Rani Mukerji Karan Johar Romance Drama 13.007
271484.0,beti no.1,"This warmhearted comedy takes place in a household completely dominated by Durga Bhatnagar, an imposing matriarch who's desperate for a grandson and heir.",Rama Rao Tatineni,Govinda,Rambha,unknown,Comedy Drama Family Romance,0.711,2000,3.5,4.0,Govinda Rambha unknown Rama Rao Tatineni Comedy Drama Family Romance 0.711
401765.0,bhai thakur,"Gajendra Singh lives a wealthy lifestyle in a village in India. He has never attended school and as a result does not know how to read or write in Hindi nor English. His marriage is arranged with equally wealthy Janki, the sister of Thakur Diwan and Ranjit Singh. On Hanuman Jayanti they get married but Janki is not happy and decides to leave her husband. Gajendra searches for her but when he hears that she is dead, decides to seal the Hanuman Mandir doors and remain single.","Willy, Raja",Dharmendra,Shakti Kapoor,Upasna Singh,Drama,0.6,2000,,,"Dharmendra Shakti Kapoor Upasna Singh Willy, Raja Drama 0.6"
232496.0,bichhoo,"Jeeva is a small-time criminal who treasures his solitude, but perky girl-next-door Rani works hard to befriend her sullen neighbor. He rebuffs all her advances -- until a gang of criminals kills Rani's family. In a gross miscarriage of justice, the criminals are set free. Jeeva's sympathy for Rani quickly turns into feelings of love, and to prove his affection, he trains Rani as a weapons expert so she can avenge her murdered family.",Guddu Dhanoa,Bobby Deol,Rani Mukerji,Malaika Arora,Action Crime Thriller,2.031,2000,4.8,10.0,Bobby Deol Rani Mukerji Malaika Arora Guddu Dhanoa Action Crime Thriller 2.031
137164.0,bulandi,A noble family presides over a small town in India.,Rama Rao Tatineni,Rajinikanth,Rekha,Anil Kapoor,Drama,2.036,2000,7.0,5.0,Rajinikanth Rekha Anil Kapoor Rama Rao Tatineni Drama 2.036
161221.0,chal mere bhai,"The wealthy Oberoi family consists of dad, Balraj, his mother, and two sons, namely Vicky and Prem. Vicky is in love with a beautiful young woman...",David Dhawan,Sanjay Dutt,Salman Khan,Karisma Kapoor,Romance Comedy,2.995,2000,4.8,19.0,Sanjay Dutt Salman Khan Karisma Kapoor David Dhawan Romance Comedy 2.995
491916.0,champion,"The film CHAMPION is a tale about a man who has a quest, a dream to be the best of the best. The film centres on four main characters, namely Rajveer Singh (Sunny Deol), a simpleton from a village in Punjab, whose sole dream in life is to become a super-cop and wipe off all crime. After, training, he gets his first posting at Mumbai for a special assignment. Bubbling with enthusiasm, an arrival, he is shocked to find that his job is to protect a nine-year-old boy, Abbas Khan (Abhishek Sharma). A bodyguard, after all the rigorous training to eliminate hardcore criminals! Abbas is the sole heir to millions of riches left to him by his parents, who have expired in a drastic plane crash.",Padam Kumar,Sunny Deol,Manisha Koirala,unknown,Action Comedy Crime Drama,0.74,2000,6.7,3.0,Sunny Deol Manisha Koirala unknown Padam Kumar Action Comedy Crime Drama 0.74
496560.0,dahshat,A 2004 Indian horror film.,Tulsi Ramsay,Sarika,Navin Nischol,unknown,Horror,0.6,2000,,,Sarika Navin Nischol unknown Tulsi Ramsay Horror 0.6
35064.0,dhadkan,"Dhadkan is about Anjali (Shilpa Shetty) who is a girl that hails from an extremely rich and influential family. Her father Mr. Chauhan (Kiran Kumar) is a renowned businessman and has many dreams for his daughter. But Anjali is in love with Dev (Sunil Shetty) who is very poor & often cannot even afford to clothe himself properly. Dev also loves Anjali, wants to marry her so has to meet her father.",Dharmesh Darshan,Akshay Kumar,Sunil Shetty,Shilpa Shetty,Drama Romance,2.472,2000,6.7,27.0,Akshay Kumar Sunil Shetty Shilpa Shetty Dharmesh Darshan Drama Romance 2.472
161223.0,dulhan hum le jayenge,"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and runs away to Europe where she meets Raja. Her purse is stolen and hence she has to depend financially on Raja. During the course of the tour they fall in love after much bickering. When Raja comes to know that to marry Sapna he has to convince her three uncles for their support, he sets off on his mission.",David Dhawan,Salman Khan,Karisma Kapoor,unknown,Comedy Romance,2.46,2000,5.7,21.0,Salman Khan Karisma Kapoor unknown David Dhawan Comedy Romance 2.46
489856.0,fiza,"Film based in Bhopal, It's Murder Mystery in today's time .",Khalid Mohammed,Jaya Bachchan,Karisma Kapoor,Hrithik Roshan,Mystery,0.6,2000,,,Jaya Bachchan Karisma Kapoor Hrithik Roshan Khalid Mohammed Mystery 0.6
423976.0,gaja gamini,"A mysterious and beautiful woman, in her various incarnations, inspires artists throughout the ages.",M. F. Hussain,Madhuri Dixit,Shabana Azmi,Shilpa Shirodkar,Drama Fantasy,0.84,2000,6.0,5.0,Madhuri Dixit Shabana Azmi Shilpa Shirodkar M. F. Hussain Drama Fantasy 0.84
413121.0,ghaath,"Krishna Patil is a poor, unemployed, unsuccessful and short tempered youth who stays in a chawl with his father Ramakant and elder sister Mansi. He tries to secure a job in the police department but fails. One day he happens to meet Kavita Choudhary, a young, rich, beautiful, intelligent lawyer. He falls for her instantly and begins wooing her. Kavita, having recently lost her father, stays alone and feels lonely and depressed. There is a certain void in her life. She is looking for someone to share her loneliness and an unemployed Krishna suits her requirements perfectly. Hence she accepts him as her boyfriend despite his mediocre looks, poor family background, jobless status and lack of personal hygiene.",Akashdeep,Tabu,Manoj Bajpai,Arshad Warsi,Thriller Crime Drama,0.6,2000,,,Tabu Manoj Bajpai Arshad Warsi Akashdeep Thriller Crime Drama 0.6
46385.0,hadh kar di aapne,"Raj Malhotra (Raju) (Govinda), a detective, goes on a European trip to help his friend Sanjay Khanna (Nirmal Pandey) prove that his wife is having an extramarital affair. Khanna and his wife Anjali (Ritu Shivpuri) think that their counterpart is cheating on their relationship and each of them want proof to easily file for divorce. They stop living in the same house and believe their spouse has gone to Europe with their boyfriend/girlfriend. Anjali sends her friend (Rani Mukerji), who shares the same name, on this trip to get information regarding her husband. In a mix-up of different identities, Raju and Anjali fall in love and then, eventually, solve their misunderstandings.",Manoj Agrawal,Govinda,Rani Mukerji,unknown,Romance Comedy,2.986,2000,5.0,12.0,Govinda Rani Mukerji unknown Manoj Agrawal Romance Comedy 2.986
75217.0,hamara dil aapke paas hai,"Inspired by the Telegu (southern Indian) film, ""Pelli Chuskundam,"" the plot follows the life of a rape victim (Aishwarya Rai). Now, a disgrace to her family, she is turned away from her house after the sexual assault. But she finds shelter in the character played by Anil Kapoor.",Satish Kaushik,Anil Kapoor,Aishwarya Rai,Sonali Bendre,Drama,1.429,2000,5.5,10.0,Anil Kapoor Aishwarya Rai Sonali Bendre Satish Kaushik Drama 1.429
157800.0,har dil jo pyar karega,"Raj is a struggling singer chasing his dreams in Mumbai, India. One night, he rescues a girl, Pooja, from a car accident and takes her to the hospital. As she lies in a coma, her wealthy family assume that Raj is the man with whom their daughter eloped. Sensing opportunity, he assumes this new identity. When Pooja's best friend, Jahnvi, shows up, however, Raj starts to like her. After Pooja wakes up and falls for Raj, a tricky love triangle occurs.",Raj Kanwar,Salman Khan,Preity Zinta,Rani Mukerji,Comedy Drama,3.649,2000,5.6,32.0,Salman Khan Preity Zinta Rani Mukerji Raj Kanwar Comedy Drama 3.649
21614.0,hera pheri,"Three unemployed men find the answer to all their money problems when they receive a call from a kidnapper. However, things do not go as planned.",Priyadarshan,Akshay Kumar,Suniel Shetty,Tabu,Comedy Crime Drama Action,7.838,2000,7.1,173.0,Akshay Kumar Suniel Shetty Tabu Priyadarshan Comedy Crime Drama Action 7.838
325140.0,hum to mohabbat karega,"A man lies about being an eyewitness to a murder in order to spend time with a beautiful female reporter. Only now, he's wanted by those responsible for the killing.",Kundan Shah,Bobby Deol,Karisma Kapoor,unknown,Romance Thriller,0.873,2000,4.0,1.0,Bobby Deol Karisma Kapoor unknown Kundan Shah Romance Thriller 0.873
348762.0,jis desh mein ganga rehta hain,"Gangaram alias Ganga has been raised by his foster parents who reside in the village thus he gets accustom to village life. 24 years later his birth parents multi-millionaire Avinash and his wife Radha comes to ask him to move into their bungalow located in the city to which Ganga agrees and goes to bid farewell to his friends and girlfriend Saawni. While in the city Ganga is introduced to his elder brother, Milind, his wife, Supriya, and his younger brother; Ganga finds it very hard to adjust to the city life and is often scuffed at. Avinash arranges his marriage with equally wealthy Tina to which he agrees although he is not comfortable with this marriage as he is still in love with Saawni; meanwhile Ganga's honest policy gets him and his new found family into further problems.",Mahesh Manjrekar,Govinda,Sonali Bendre,Rinke Khanna,Comedy Drama Family,1.987,2000,6.3,13.0,Govinda Sonali Bendre Rinke Khanna Mahesh Manjrekar Comedy Drama Family 1.987
391729.0,jung,"Jung has Mithun and Ajay Devgan playing brothers, but due to circumstances, police officer Mithun had to cross swords with his brother to protect justice. The third angle of the film is the double role portrayed by Aditya Pancholi, one negative and the other positive.",Sanjay Gupta,Sanjay Dutt,Shilpa Shetty,Raveena Tandon,Drama Action Crime,1.4,2000,,,Sanjay Dutt Shilpa Shetty Raveena Tandon Sanjay Gupta Drama Action Crime 1.4
855485.0,jungle,"12 boys from Kalinga Institute with no clue about rugby, trained hard to master this beautiful sport. Not only that, within just 4 months, they became the roaring The Jungle Cats of India and went on to win the 2007 Under-14 Rugby World Cup.",Ram Gopal Verma,Urmila Matondkar,Fardeen Khan,Sunil Shetty,Drama,7.551,2000,,,Urmila Matondkar Fardeen Khan Sunil Shetty Ram Gopal Verma Drama 7.551
161219.0,kahin pyaar na ho jaaye,"Prem Kapoor, an aspiring popstar, lives with his elder sister, Neelu, and brother-in-law, Vinod. Prem is in love with Nisha and both hope to marry soon...",K. Muralimohana Rao,Salman Khan,Rani Mukerji,Jackie Shroff,Romance Family Comedy,1.444,2000,5.1,16.0,Salman Khan Rani Mukerji Jackie Shroff K. Muralimohana Rao Romance Family Comedy 1.444
16987.0,kaho naa... pyaar hai,Life is paradise for an upright young man and a sweet-natured girl until fate intervenes. Now they're separated by circumstances beyond their control.,Rakesh Roshan,Hrithik Roshan,Amisha Patel,Mohnish Bahl,Romance Drama,6.129,2000,6.9,97.0,Hrithik Roshan Amisha Patel Mohnish Bahl Rakesh Roshan Romance Drama 6.129
304755.0,khiladi 420,"Wealthy, world-wide business-man Shyam Prasad Bharadwaj would like to get his only daughter, Rittu marry to his business-partner Dev Kumar Malhotra. But what Shyam is unaware of is Dev is not what he claims to be but merely a con-man who is in debt with local gangsters and to worsen matters he plans to do away with the entire Bharadwaj family so that he can embezzle their property and estate.",Neeraj Vora,Akshay Kumar,Mahima Chaudhry,Antara Mali,Thriller Comedy Crime,1.603,2000,4.9,8.0,Akshay Kumar Mahima Chaudhry Antara Mali Neeraj Vora Thriller Comedy Crime 1.603
165573.0,kya kehna,"Priya, a young college girl faces hardships and challenges after she becomes pregnant before marriage.",Kundan Shah,Saif Ali Khan,Preity Zinta,Puneet Vashisht,Drama Romance,3.312,2000,5.0,14.0,Saif Ali Khan Preity Zinta Puneet Vashisht Kundan Shah Drama Romance 3.312
159666.0,mela,"Roopa, a beautiful young village belle is much loved by the villagers of Chandanpur. Chandanpur celebrates a huge Mela every year and this year, they invite a Minister to inaugurate it. In an assassination attempt that follows, a massacre takes place. Chandanpur is devastated and Roopa's family gets wiped out. She vows revenge. Into her life enter two men, the gregarious Kishan and the volatile Shankar, causing much upheaval in their relationship.",Dharmesh Darshan,Aamir Khan,Twinkle Khanna,Faisal Khan,Action Adventure Comedy Drama Romance,2.497,2000,4.7,20.0,Aamir Khan Twinkle Khanna Faisal Khan Dharmesh Darshan Action Adventure Comedy Drama Romance 2.497
46406.0,mission kashmir,A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,Vidhu Vinod Chopra,Sanjay Dutt,Hrithik Roshan,Preity Zinta,Action Drama Thriller,3.105,2000,6.3,41.0,Sanjay Dutt Hrithik Roshan Preity Zinta Vidhu Vinod Chopra Action Drama Thriller 3.105
11518.0,mohabbatein,"At a prestigious all-male university, three friends seek love outside of the school grounds; at the same time, a newly-hired music teacher seeks to befriend and loosen up the militantly strict headmaster.",Aditya Chopra,Amitabh Bachchan,Shah Rukh Khan,Aishwarya Rai,Drama Romance,9.734,2000,7.0,171.0,Amitabh Bachchan Shah Rukh Khan Aishwarya Rai Aditya Chopra Drama Romance 9.734
500520.0,papa the great,"Bobby is a young lad, who lives with his Engineer dad, Jai Prakash, and mom, Pooja. Bobby always brags to everyone as to how brave and macho his dad is. But only Jai knows that he is quite the opposite - mousy, submissive, and afraid of any confrontation. To make matters worse, Jai falls in the bad books of local gangster Villain Kaka, who is out to crush him, as he had crushed a police inspector. Jai is all for running away to Delhi or as far as he can possibly get from Kaka. Before he could do anything, their lives are turned upside down by the appearance of a gangster named Biharilal - who forcibly invites himself in Jai's house - and refuses to go away. Watch how Jai, Bobby, and Pooja deal with this new threat.",K. Bhagyaraj,Krishna Kumar,Nagma,unknown,Family,0.699,2000,6.0,2.0,Krishna Kumar Nagma unknown K. Bhagyaraj Family 0.699
97351.0,phir bhi dil hai hindustani,"Rival news-reporters, Ajay Bakshi, and Ria Bannerjee engage in a comic war to be the first to interview notorius M.K. Sharma, in which Ria succeeds. Then the two are thrust in a battle for their lives as they must decide whether to save an innocent terrorist from being hanged, or sacrifice their very lives themselves.",Aziz Mirza,Shah Rukh Khan,Juhi Chawla,Paresh Rawal,Romance Comedy,7.836,2000,6.6,64.0,Shah Rukh Khan Juhi Chawla Paresh Rawal Aziz Mirza Romance Comedy 7.836
647585.0,raja ko rani se pyar ho gaya,"Mohit, a young man raised into beliving in fairy tales, comes to Bombay to find Manisha, a young woman whom he saved from drowning in a lake near his village, whom he belives to be an actual mermaid princess.",T.K. Rajeev Kumar,Manisha Koirala,Arvind Swamy,unknown,Comedy Romance,0.6,2000,,,Manisha Koirala Arvind Swamy unknown T.K. Rajeev Kumar Comedy Romance 0.6
383281.0,raju chacha,"Siddhant Rai is a single father, looking after three young children. All four of them live a wealthy and comfortable lifestyle, which changes suddenly when Siddhant passes away after a car accident. Siddhant's shady relatives hire a former jailbird and con-man by the name of Shekar to pose as their paternal uncle, Raju, which he does for a hefty sum of money. When Raju is introduced to the children, he is an instant hit with them, as well as their Catholic governess, Anna. Then the Rai family are stunned when another young man enters their lives - claiming to be the real Raju Chacha.",Anil Devgan,Ajay Devgn,Kajol,Johnny Lever,Action Comedy Family,1.855,2000,5.9,15.0,Ajay Devgn Kajol Johnny Lever Anil Devgan Action Comedy Family 1.855
166231.0,refugee,"The films tells the story of an un-named Indian Muslim, who helps illegal refugees from both India and Pakistan to cross the border through the Great Rann of Kutch. The film is attributed to have been inspired by the short story ""Love Across the Salt Desert"" by Keki N. Daruwalla.",J. P. Dutta,Abhishek Bachchan,Kareena Kapoor,Sunil Shetty,Drama Music Romance,2.607,2000,6.1,13.0,Abhishek Bachchan Kareena Kapoor Sunil Shetty J. P. Dutta Drama Music Romance 2.607
106090.0,shikaar,"Madhu lives a wealthy lifestyle in Mussorie, India and operates Hotel Savoy. She meets with and falls in love with Vijay Sanyal and shortly thereafter both of them get married. After the marriage, her friend, Julie, and her mom notice a change in Vijay but do not tell Madhu about this, leaving Vijay free to get Madhu to sign a Power of Attorney in his favor. He runs the Hotel, but eventually finds that it is not doing too well, and decides to sell it to Darshan Damania and his partners, Mirza Baig, Chhadha, Nikhil Chopra, and Kanwar Singh much to Madhu's displeasure. The partners, with two of Darshan's girlfriends, Kamya, and Rama in tow, arrive in Mussorie to sign the documents. The only one missing is Mirza, who had stated that he will be arriving later. Instead, however, ACP Sumed Singh arrives to inform them that Mirza has been killed in a car explosion.",Bobby Raj,Abhishek Kapoor,Vikas Bhalla,Ayesha Jhulka,Action Thriller,0.6,2000,5.0,2.0,Abhishek Kapoor Vikas Bhalla Ayesha Jhulka Bobby Raj Action Thriller 0.6
301821.0,shikari,"The owners of a circus set out to capture King Kong. They arrive by boat at Kong Island, only to discover that there is another monster living there. Complications ensue.",N. Chandra,Govinda,Karisma Kapoor,Tabu,Horror Action Fantasy,1.415,2000,,,Govinda Karisma Kapoor Tabu N. Chandra Horror Action Fantasy 1.415
277700.0,tera jadoo chal gayaa,"When ad agency executive Pooja (Kirti Reddy) attends a wedding and meets lovable but broke Kabir (Abhishek Bachchan), it's love at first sight -- but only for Kabir. Pooja heads back to her fast-track life and gets in dutch with the head honcho for prolonging her vacation. To save her job, a co-worker explains Pooja's delay with a phony story about her engagement to Kabir, and all's well till she meets her dream man: the boss' son (Sanjay Suri).",A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri,Romance,0.673,2000,5.0,1.0,Abhishek Bachchan Kirti Reddy Sanjay Suri A. Muthu Romance 0.673
419052.0,tere liye,"Tara, Dev Prakash Tandon, Aditya Verma, Ritu Malhotra, and Raghu, run their own band, and practice at Aditya's dad's studio. When an actress, Piya Anand, hears their number, she wants to join them, but Ritu rejects her, as she feels that Aditya may be falling for her. The group subsequently relent, let her join, and the inevitable happens when Aditya starts going out with Piya, with Raghu showing an interest in Ritu. They enter their band into a contest, compete, and qualify for the finals. Then they get devastating news when Ranjit Bose takes over the studio and threatens to demolish it. Things gets even worse when Piya finds out that Ranjit is her estranged dad, and will never permit her to take part either on the tinsel screen nor in a band.",Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli,Music Drama Family,0.6,2000,6.0,1.0,Imran Ahmed Khan Sonali Khare Neelu Kohli Sanjay Gadhvi Music Drama Family 0.6
25801.0,aamdani atthanni kharcha rupaiya,"Jhoomri and her husband, Bhimsha, move into a new neighbourhood. Their immediate neighbours are three squabbling couples, namely Vijay and Anjali who are newly married; Appu Khote and Vimla, who are married and have 4 children; and Ravi and Meena, who are also married and have one child. With their wages unable to keep up with inflation and high cost of living, unable to pay even rent to the landlord, B.K. Kakkad, the wives decide to seek employment to augment their income, with hilarious results from their spouses, who will go to any extent to keep their wives at home, even if means to bring a dancing girl home to cook and look after the children!!",K. Raghavendra Rao,Govinda,Juhi Chawla,Johnny Lever,Comedy,1.549,2001,5.3,16.0,Govinda Juhi Chawla Johnny Lever K. Raghavendra Rao Comedy 1.549
362100.0,aashiq,"Pooja and Chander Kapoor have a heart-to-heart conversation on the telephone. When they finally meet and all is reveal they both fell in love with each other; Chander lives with his advocate dad Dilip Dev Kapoor while Pooja lives a wealthy but stressful family life with her alcoholic dad, her Dai Maa and a self-senile mother. Unfortunately for them Pooja's parents would like her to marry a person of their choice; this pits Chander against them. Then one day Pooja goes missing and the police headed by a rowdy inspector Mathur arrests Chander for abducting her much to his shock. Then Chander escapes from police custody and begins a man-hunt for Pooja.",Indra Kumar,Bobby Deol,Karisma Kapoor,unknown,Action Romance,0.718,2001,6.0,3.0,Bobby Deol Karisma Kapoor unknown Indra Kumar Action Romance 0.718
87995.0,ajnabee,"Suryaveer, an ex-army officer, is assigned the task of protecting a young girl, Anamika. When Anamika gets kidnapped, he decides to use all his skills to rescue her.",Abbas Mustan,Bobby Deol,Akshay Kumar,Kareena Kapoor,Action Thriller,2.096,2001,4.3,12.0,Bobby Deol Akshay Kumar Kareena Kapoor Abbas Mustan Action Thriller 2.096
152035.0,aks,"On the trail of an underworld contract killer, a dedicated police officer is thrust into a battle between good vs evil.",Rakeysh Omprakash Mehra,Amitabh Bachchan,Raveena Tandon,Manoj Bajpai,Crime Thriller,0.84,2001,5.2,6.0,Amitabh Bachchan Raveena Tandon Manoj Bajpai Rakeysh Omprakash Mehra Crime Thriller 0.84
4435.0,aśoka,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",Santosh Sivan,Shah Rukh Khan,Ajith Kumar,Kareena Kapoor,Romance Music War Action,5.972,2001,6.4,124.0,Shah Rukh Khan Ajith Kumar Kareena Kapoor Santosh Sivan Romance Music War Action 5.972
411636.0,bas itna sa khwaab hai,"Suraj dreams of following in his idol's footsteps, but as he moves to Mumbai to follow his dream, he discovers that following your dreams may have a cost.",Goldie Behl,Abhishek Bachchan,Rani Mukerji,Sushmita Sen,Romance,0.801,2001,6.0,5.0,Abhishek Bachchan Rani Mukerji Sushmita Sen Goldie Behl Romance 0.801
571294.0,bengal tiger,In caste and religion laden India there are some people who work together without any bias - they are underworld dons and gangster - and their prime motive is to amass as much money as ...,Adarsh Jain,Mithun Chakraborty,Shakti Kapoor,unknown,Action,0.6,2001,,,Mithun Chakraborty Shakti Kapoor unknown Adarsh Jain Action 0.6
20769.0,chandni bar,"The gritty life of the Mumbai underworld, including prostitution, dance bars and gun crime.",Madhur Bhandarkar,Tabu,Atul Kulkarni,unknown,Crime Drama,2.17,2001,6.5,16.0,Tabu Atul Kulkarni unknown Madhur Bhandarkar Crime Drama 2.17
107548.0,chori chori chupke chupke,"Raj and Priya are newly married. Priya is heavy with children, but due to unexpected circumstances, she loses her child and is unable to conceive again. Enter Madhoo, a prostitute who is willing to become surrogate mother for the couple. Their relationship becomes entangled with love triangle when Madhoo falls in love with Raj.",Abbas Mustan,Salman Khan,Rani Mukerji,Preity Zinta,Drama Romance,4.05,2001,6.3,53.0,Salman Khan Rani Mukerji Preity Zinta Abbas Mustan Drama Romance 4.05
565696.0,daman,"The Saikia family are an extremely wealthy family in Assam. The two sons of the family are Sanjay (Sayaji Shinde) and Sunil Saikia (Sanjay Suri). The latter being the kinder of the two whilst the former is very hot-tempered and has occasional mood swings. The parents decide to get him married to Durga (Raveena Tandon), a lower caste girl from a poor family, thinking she will be able to cope with Sanjay's temper. Sanjay initially refuses to marry Durga, but when his mother threatens to cut him off from the family will he relents. Thus, Durga marries Sanjay and looks forward to her new life. From day one, Durga is subjected to physical and mental harm by her husband.",Kalpana Lajmi,Raveena Tandon,Raima Sen,Sanjay Suri,Drama,0.691,2001,3.0,2.0,Raveena Tandon Raima Sen Sanjay Suri Kalpana Lajmi Drama 0.691
311480.0,dattak,"When the Indian-born Sunil (Rajit Kapoor) stops getting letters from his father back home, he takes a break from his lucrative corporate gig in the States and pays dad a visit. But once in Calcutta, Sunil learns that his father moved away a few years earlier, prompting Sunil to go searching for him. As he follows the scant trail, Sunil starts to understand that his selfish lifestyle bore grave consequences for his father.",Gul Bahar Singh,Rajit Kapoor,Anjan Srivastav,A. K. Hangal,Drama,0.6,2001,,,Rajit Kapoor Anjan Srivastav A. K. Hangal Gul Bahar Singh Drama 0.6
14752.0,dil chahta hai,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna,Drama Romance,7.798,2001,7.0,213.0,Aamir Khan Saif Ali Khan Akshaye Khanna Farhan Akhtar Drama Romance 7.798
307523.0,dil ne phir yaad kiya,A man faces a problem when his very own brother decides to marry the woman he loves.,C. L. Rawal,Govinda,Tabu,Pooja Batra,Drama Romance,1.202,2001,,,Govinda Tabu Pooja Batra C. L. Rawal Drama Romance 1.202
174059.0,ek rishtaa: the bond of love,"A wealthy factory owner, played by  Amitabh Bachchan,  raises up his conniving son-in-law while breaking off with his own son, played by Akshay Kumar,  who then comes back to right all wrongs and save the family fortune.",Suneel Darshan,Sharat Saxena,Mohnish Bahl,Simone Singh,Drama Family,1.42,2001,6.9,7.0,Sharat Saxena Mohnish Bahl Simone Singh Suneel Darshan Drama Family 1.42
461789.0,farz,"A veteran police officer becomes increasingly agitated when his partner is killed in the line of duty. To add to his woes, his daughter falls in love with his new daredevil partner.",Raj Kanwar,Sunny Deol,Preity Zinta,Om Puri,Action Crime Drama Thriller,0.782,2001,5.7,3.0,Sunny Deol Preity Zinta Om Puri Raj Kanwar Action Crime Drama Thriller 0.782
80156.0,gadar: ek prem katha,"Amongst the communal riots that erupt in the city, Tara shelters a wayward Sakina from a crazed mob and a bond that blossoms into love is created. The two eventually get married and have a son. The happy family, now living in Amritsar, gets the shock of their lives when Sakina learns that her father (Amrish Puri), whom she previously believed died in the riots back in Amritsar, is still alive after seeing his picture in a tattered, old newspaper. Upon contacting him, Sakina's father, now the mayor of Lahore in Pakistan, arranges for his daughter to arrive in Lahore to see him. Sakina leaves for Lahore minus Tara and her son, and upon reaching the city, learns of her father's plans for her - plans that include forcing Sakina to forget about her family and start life anew in Pakistan. Then begins an extraordinary journey which will lead Tara to cross the border into Pakistan to find his love Sakina",Anil Sharma,Sunny Deol,Amisha Patel,Amrish Puri,Action Drama Romance,2.85,2001,6.8,36.0,Sunny Deol Amisha Patel Amrish Puri Anil Sharma Action Drama Romance 2.85
411970.0,hum ho gaye aapke,"Rishi Oberoi is the only son in the Oberoi family, who are wealthy and own a palatial home. Rishi is a womanizer, and often drinks. One day he comes across an attractive young lady, who he later comes to know as Chandni Gupta. Chandni is not impressed with Rishi's advances, and ignores him. Chandni is employed with an organization, and is in love with her co-worker, Mohan Sachdev. When Mohan and Chandni plan to marry, they are met with opposition from Mohan's parents, and as a result Mohan marries someone else. Rishi comes to know about this and offers to console Chandni as a friend. It is now up to Chandni to decide if she would prefer a womanizer and a former admirer as a friend.",Agathiyan,Fardeen Khan,Reema Sen,Apoorva Agnihotri,Romance Drama Music,1.4,2001,8.5,2.0,Fardeen Khan Reema Sen Apoorva Agnihotri Agathiyan Romance Drama Music 1.4
