id,movie_title,overview,director,actor_1,actor_2,actor_3,genres,popularity,year,vote_average,vote_count,describe
59364.0,risk,"""Ek crore meh laitha hai RISK!"". Risk! is a movie about a police inspector named Suryakanth who vows to clean up the Mumbai underworld. The police have been trying for 11 years to arrest the biggest don of the underworld, Khalid Bin Jamal. But Khalid isn't in Mumbai. He is living in Bangkok, free from the Mumbai police. Suryakanth starts killing Khalid's men in Mumbai. This alarms Khalid and he entraps Suryakanth in a bad scheme. How much risk is Suryakanth willing to take in order to catch Khalid? Watch Risk! and find out.",Vishram Sawant,Vinod Khanna,Randeep Hooda,Tanushree Dutta,Action,0.622,2007,6.0,5.0,Vinod Khanna Randeep Hooda Tanushree Dutta Vishram Sawant Action 0.622
16283.0,saawariya,"Two souls arrive in a small town, one on vacation, the other to meet a lover. They spend the most magical dream-like days of their lives in that town... with each other.",Sanjay Leela Bhansali,Ranbir Kapoor,Sonam Kapoor,Rani Mukerji,Drama Music Romance,3.639,2007,5.5,63.0,Ranbir Kapoor Sonam Kapoor Rani Mukerji Sanjay Leela Bhansali Drama Music Romance 3.639
310298.0,sarhad paar,"Years after he's declared missing in action, Indian soldier Ranjeet Singh (Sanjay Dutt) returns home a broken man. Severe mistreatment and torture have left Singh suffering amnesia; he only remembers the face of his tormentor. Though his wife, Pammi (Tabu), and sister Simran (Mahima Chaudhry) try to help him, his deep wounds may never heal. Chandrachur Singh and Rahul Dev co-star in this poignant drama from director Raman Kumar.",Raman Kumar,Sanjay Dutt,Tabu,Mahima Chaudhry,Drama Romance,1.114,2007,,,Sanjay Dutt Tabu Mahima Chaudhry Raman Kumar Drama Romance 1.114
206525.0,say salaam india,"Say Salaam India is an 2007 Indian Hindi language movie, written and directed by Subhash Kapoor .  Salaam India is the story of cricket. It revolves around a group of 4 boys and their passion for the game. The boys come from humble backgrounds and limited resources but what they have is a zeal for the game of cricket and undeniable natural talent. They study in the local corporation school where the most important sport on agenda is wrestling.",Subhash Kapoor,Sanjay Suri,Sandhya Mridul,Milind Soman,Drama,0.6,2007,10.0,3.0,Sanjay Suri Sandhya Mridul Milind Soman Subhash Kapoor Drama 0.6
46417.0,shakalaka boom boom,"A tale of two different musicians, dramatically different but united in their passion for music, set against the backdrop of the international music industry.",Suneel Darshan,Bobby Deol,Upen Patel,Kangana Ranaut,Drama Romance,1.252,2007,4.3,3.0,Bobby Deol Upen Patel Kangana Ranaut Suneel Darshan Drama Romance 1.252
20742.0,shootout at lokhandwala,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.",Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,Action Crime Drama History,4.501,2007,6.5,41.0,Amitabh Bachchan Sanjay Dutt Sunil Shetty Apoorva Lakhia Action Crime Drama History 4.501
826569.0,sunglass,"A bilingual satirical comedy about the seven-year itch of a married couple, and how their life turns topsy-turvy with the entry of what seems to be an ordinary pair of antique sunglasses.",Rituparno Ghosh,Konkona Sen Sharma,R. Madhavan,Raima Sen,Comedy Thriller,0.6,2007,,,Konkona Sen Sharma R. Madhavan Raima Sen Rituparno Ghosh Comedy Thriller 0.6
192364.0,swami,"Swami, Radha and their kid shift to Mumbai after selling off their ancestral home in a village. In Mumbai, they get their kid admitted to a school that's patronized by children belonging to affluent families. Everything is going fine until Radha falls ill and is diagnosed with a life-threatening illness. Swami starts working overtime to raise funds for the operation, but Radha spends the entire amount on a chair that Swami wants to possess so dearly. Radha passes away with just one desire: The kid should settle down in America some day. How Swami works towards that dream is the remainder of the story",Ganesh Acharya,Manoj Bajpai,Juhi Chawla,unknown,Drama,0.982,2007,5.6,4.0,Manoj Bajpai Juhi Chawla unknown Ganesh Acharya Drama 0.982
14165.0,ta ra rum pum,"A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika.  Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?",Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey,Family Comedy Romance,3.583,2007,6.1,53.0,Saif Ali Khan Rani Mukerji Javed Jaffrey Siddharth Anand Family Comedy Romance 3.583
7508.0,taare zameen par,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",Aamir Khan,Aamir Khan,Darsheel Safary,Tisca Chopra,Drama,12.381,2007,8.0,839.0,Aamir Khan Darsheel Safary Tisca Chopra Aamir Khan Drama 12.381
46426.0,traffic signal,"Silsila is the ""manager"" of one traffic signal, that is he collects the ""hafta"" (protection tax) from each signal squatter plying his trade. There's Tsunami, a little scavenger boy, there's Rani - a Gujrati girl selling ethnic clothes on the sidewalk, and there's Dominic - a drug addict and the prostitute who feels for him...",Madhur Bhandarkar,Kunal Khemu,Konkona Sen Sharma,Gopal K Singh,Drama,1.145,2007,7.0,7.0,Kunal Khemu Konkona Sen Sharma Gopal K Singh Madhur Bhandarkar Drama 1.145
103429.0,victoria no. 203,"Numerous plot lines intersect in this comedic romp about a female Victoria-carriage driver who disguises herself as a boy, and the hunt for the stash of diamonds hidden in her Victoria.",Anant Mahadevan,Om Puri,Anupam Kher,Jimmy Sheirgill,Comedy Drama,0.84,2007,5.3,3.0,Om Puri Anupam Kher Jimmy Sheirgill Anant Mahadevan Comedy Drama 0.84
20294.0,welcome,"Dubai-based criminal don Uday takes it upon himself to try and get his sister Sanjana married - in vain, as no one wants to be associated with a crime family. Uday's associate Sagar Pandey finds a young man, Rajiv, who lives with his maternal uncle and aunt - Dr. and Mrs. Ghunghroo. Through extortion he compels Ghunghroo to accept this matrimonial alliance. But Rajiv has already fallen in love with young woman in South Africa. When the time comes to get Rajiv formally engaged to this woman, he finds out that Sanjana and she are the very same. With no escape from this predicament, the wedding is planned, with hilarious consequences.",Anees Bazmee,Akshay Kumar,Nana Patekar,Anil Kapoor,Drama Action Comedy Romance,6.526,2007,6.5,90.0,Akshay Kumar Nana Patekar Anil Kapoor Anees Bazmee Drama Action Comedy Romance 6.526
23848.0,halla bol,Ashfaque (Ajay Devgan) is a small town boy aspiring to be a film star in the Hindi film industry. He joins a street theatre group run by a reformed dacoit Sidhu (Pankaj Kapur) who uses street theatre as a medium to bring about an awakening in the masses. Ashfaque struggles to give a creative vent to the actor in him in order to realize his dreams.,Rajkumar Santoshi,Ajay Devgn,Vidya Balan,Pankaj Kapur,Drama,3.781,2008,5.1,17.0,Ajay Devgn Vidya Balan Pankaj Kapur Rajkumar Santoshi Drama 3.781
46414.0,my name is anthony gonsalves,"Riya lives a middle-classed lifestyle in Mumbai and works as an Assistant Director for a movie producer, Bharucha. After the passing of her mother, she is consoled by a young man, Anthony Gonsalves, in the church graveyard. He introduces himself as the son of Jeffrey, who passed away during 1986, and works as a waiter in Jimmy's Pub...",Eeshwar Nivas,Nikhil Dwivedi,Amrita Rao,Vishal O Sharma,Drama Comedy,1.172,2008,3.7,7.0,Nikhil Dwivedi Amrita Rao Vishal O Sharma Eeshwar Nivas Drama Comedy 1.172
911771.0,tulsi,"Vrunda is married to Jalandhar who gets involved in a vicious battle with Lord Vishnu. As a war between gods and demons wages, Vishnu earns Vrunda's wrath after her husband is killed by Shiva.",K. Ajay Kumar,Irrfan Khan,Manisha Koirala,Arzoo Govitrikar,Adventure Fantasy,0.6,2008,,,Irrfan Khan Manisha Koirala Arzoo Govitrikar K. Ajay Kumar Adventure Fantasy 0.6
14073.0,jodhaa akbar,"Jodhaa Akbar is a sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal Emperor, Akbar and a Rajput princess, Jodhaa.",Ashutosh Gowariker,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Romance Adventure History,8.911,2008,7.4,196.0,Hrithik Roshan Aishwarya Rai Bachchan Sonu Sood Ashutosh Gowariker Romance Adventure History 8.911
16928.0,black & white,"Rajan Mathur (Anil Kapoor) is a Professor in Urdu literature in Dr. Zakir Hussain's College. He resides in Chandni Chowk with his activist wife, Roma Mathur (Shefali Shah). Professor Mathur comes across a young boy called Numair Qazi (Anurag Sinha) who introduces himself as a victim of communal riots in Gujarat.",Subhash Ghai,Anil Kapoor,Anurag Sinha,Shefali Chhaya,Action Drama,0.875,2008,4.5,1.0,Anil Kapoor Anurag Sinha Shefali Chhaya Subhash Ghai Action Drama 0.875
19658.0,race,"Ranvir and Rajiv are half brothers who own a huge stud farm in South Africa. Ranvir is a very shrewd and aggressive man while Rajiv is laid back, and a chronic alcoholic. Sophia, Ranvir's personal secretary adores and loves him. Ranvir is unaware of her feelings. Shaina, an Indian ramp model in Durban loves Ranvir but through a twist of fate gets married to his younger brother Rajiv. When she discovers that Rajiv is a chronic alcoholic, her world is shattered. Ranvir too is disturbed as he has sacrificed his love for his younger brother because Rajiv had promised to leave alcohol for good if he marries Shaina. In a weak moment Ranvir and Shaina come very close to each other. When Rajiv starts suspecting, all hell breaks loose. A murder is committed, a contract killing is issued. A sharp tongued detective R.D., getting wise on the proceedings, starts an intriguing investigation with his brainless bimbo assistant Mini",Abbas Mustan,Saif Ali Khan,Akshaye Khanna,Katrina Kaif,Drama Action Thriller Crime,6.825,2008,6.1,85.0,Saif Ali Khan Akshaye Khanna Katrina Kaif Abbas Mustan Drama Action Thriller Crime 6.825
18610.0,one two three,"Laxminarayan lives a poor lifestyle in Mumbai along with his widowed mother, Kanta, who wants him to be a successful gangster like Batlabhai, and would like him to kill a few people, make enough money, then get married to Khujli's daughter, Meena. In order to fulfill his mother's wish, Laxminarayan accepts a contract to kill D'Mello Yadav, a Pondi-based gangster, who has stolen a diamond from Batl",Ashwni Dhir,Tusshar Kapoor,Paresh Rawal,Suniel Shetty,Comedy,1.763,2008,5.3,10.0,Tusshar Kapoor Paresh Rawal Suniel Shetty Ashwni Dhir Comedy 1.763
18609.0,shaurya,"Maj. Siddhant Chaudhary, an Indian Army lawyer, attempts to defend Capt. Javed Khan who is accused of killing a decorated officer. The problem is that Khan does not wish to be defended and freely admits to his crime.",Samar Khan,Rahul Bose,Minissha Lamba,Shah Rukh Khan,Drama Thriller,1.4,2008,7.4,8.0,Rahul Bose Minissha Lamba Shah Rukh Khan Samar Khan Drama Thriller 1.4
20832.0,krazzy 4,"A psychiatrist spends the majority of his time treating four patients, but he becomes so involved in their lives that his wife attempts to get rid of them.",Jaideep Sen,Juhi Chawla,Arshad Warsi,Irrfan Khan,Comedy Crime,2.66,2008,4.8,24.0,Juhi Chawla Arshad Warsi Irrfan Khan Jaideep Sen Comedy Crime 2.66
31897.0,u me aur hum,"The movie starts with Ajay (Ajay Devgan) telling a boy that he should make his move on a girl he likes. The boy (who is his son) tells him that if he can go woo another older lady, he will tell the girl he likes about his feelings.",Ajay Devgn,Ajay Devgn,Kajol,Karan Khanna,Romance Comedy Drama,2.05,2008,5.7,15.0,Ajay Devgn Kajol Karan Khanna Ajay Devgn Romance Comedy Drama 2.05
480619.0,pehli nazar ka pyaar,"Ajay saves Anju in a fall from a mountain height, it is love at first sight. He doesn't know that she is engaged, and they don't know they have a past together.",Arshad Khan,Arbaaz Ali Khan,Vikas Anand,Rahul,Romance,0.6,2008,,,Arbaaz Ali Khan Vikas Anand Rahul Arshad Khan Romance 0.6
41911.0,sirf,"Mumbai, the commercial capital of India, is a city that never sleeps. Rapidly changing at a feverish pace with every passing second, it is always on the move and so are the people living in it. In this story, we take an insight into the lives of the people living in this city and how the pace of the city affects their relationships and how they deal with it. No matter what happens life has to go on.  This is also a story of four couples and their lives in a metropolitan city. They belong to different social and financial strata and every one has got its own problems to deal with. What one couple has, the other doesn't?",Rajaatesh Nayar,Kay Kay Menon,Manisha Koirala,Ranvir Shorey,Drama Romance,1.342,2008,,,Kay Kay Menon Manisha Koirala Ranvir Shorey Rajaatesh Nayar Drama Romance 1.342
14193.0,tashan,"Jeetendra Kumar Makwana is employed full-time at a Call Center and works part-time teaching English. He is recruited by an attractive young woman, Pooja, to teach her Hinglish-speaking boss, Bhaiyaji, English. Jeetendra agrees to do so, falls in love with Pooja, and joins forces with her to steal a bag containing 25 Crore Rupees in cash. He will soon find out that Bhaiyaji is a hoodlum and extortionist known to the Police as Lakhan Singh.",Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor,Action Romance,2.381,2008,4.8,26.0,Akshay Kumar Saif Ali Khan Kareena Kapoor Vijay Krishna Acharya Action Romance 2.381
46411.0,mr. black mr. white,"Hoshiarpur based Gopi's dying father asks him to locate Kishen and hand-over a piece of land to him, and subsequently passes away. Gopi heads out to Goa and this is where he will be taken for a ride not only by Kishen, but also by Kishen's look-alike hoodlum brother, Hari; and get involved, along with a group of assorted characters, in the location of diamonds that were stolen by three women.",Deepak Shivdasani,Sunil Shetty,Sandhya Mridul,Arshad Warsi,Comedy,0.6,2008,3.0,3.0,Sunil Shetty Sandhya Mridul Arshad Warsi Deepak Shivdasani Comedy 0.6
96149.0,anamika,Mystery movie starring Jaya Bhaduri and Sanjeev Kumar with some very memorable songs.,Anant Mahadevan,Dino Morea,Minissha Lamba,Koena Mitra,Drama Mystery Romance,0.6,2008,6.5,2.0,Dino Morea Minissha Lamba Koena Mitra Anant Mahadevan Drama Mystery Romance 0.6
15974.0,bhoothnath,"Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.",Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Priyanshu Chatterjee,Family Comedy,5.115,2008,6.1,79.0,Amitabh Bachchan Juhi Chawla Priyanshu Chatterjee Vivek Sharma Family Comedy 5.115
422586.0,jannat,The  movie is about true lovers and give a message to the society about the love and its meaning.,Kunal Deshmukh,Emraan Hashmi,Vishal Malhotra,Sonal Chauhan,Drama Music Romance,0.6,2008,,,Emraan Hashmi Vishal Malhotra Sonal Chauhan Kunal Deshmukh Drama Music Romance 0.6
232710.0,don muthu swami,"Don Muthu Swami is one of Bombay's most fearsome gangsters. On his deathbed, his father forces him to make a promise: that from now on he will lead a decent life. From that moment onwards, the don has a new purpose in life: to become Sir Muthu Swami instead. On of his new goals is to become fluent in Urdu, for which purpose he hires the young Jaikishan as a teacher. Don Muthu Swami has a beautiful daughter, Sanjana, whom he wants to get married to Pradhan, the son of his close friend. However, the don's right hand man, Preetam, asks for her hand as well. To impress Don Muthu Swami, he claims to be very rich by stealing millions from his employer. Sanjana herself, on the other hand, is desperate to get married to Jaikishan, and to scare off Pradhan, she fakes to be pregnant. The Don believe Preetam must be the culprit, but as it turns out, the girl Preetam loves is not Sanjana, but another girl who claims to be Don Muthu Swami's daughter, Ranjana.",Ashim Samanta,Hrishita Bhatt,Mithun Chakraborty,Shakti Kapoor,Comedy Drama,0.6,2008,,,Hrishita Bhatt Mithun Chakraborty Shakti Kapoor Ashim Samanta Comedy Drama 0.6
274746.0,woodstock villa,"Sameer thinks he's found the solution to all his problems when he's hired by a beautiful woman to kidnap her in an elaborate ruse to test her husband's love. But when the woman turns up dead, Sameer finds himself at the center of a dangerous web of lies, deception and murder.",Hansal Mehta,Sikandar Kher,Neha Oberoi,Arbaaz Khan,Mystery Thriller,0.6,2008,,,Sikandar Kher Neha Oberoi Arbaaz Khan Hansal Mehta Mystery Thriller 0.6
13123.0,aamir,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,Rajkumar Gupta,Rajeev Khandelwal,Gajraj Rao,unknown,Thriller,3.712,2008,6.9,42.0,Rajeev Khandelwal Gajraj Rao unknown Rajkumar Gupta Thriller 3.712
14394.0,sarkar raj,"When Anita Raja, CEO of Sheppard power plant, brings a power plant proposal to set up in rural Mahrashtra before the Nagres, insightful Shankar is quick to realise the benefits the power plant can bring to the people.",Ram Gopal Verma,Amitabh Bachchan,Abhishek Bachchan,Aishwarya Rai Bachchan,Action Adventure Crime Drama,3.728,2008,6.5,34.0,Amitabh Bachchan Abhishek Bachchan Aishwarya Rai Bachchan Ram Gopal Verma Action Adventure Crime Drama 3.728
33206.0,mere baap pehle aap,"As if running a mall is not enough, Gaurav Rane has also to bail out his widower dad, Janardhan, as well as Madhav Mathur, several times from police custody on multiple counts of eve-teasing. Romance enters his life in the attractive shape of U.S.-based Sheekha Kapoor, who also befriends both Janardhan and Madhav. Chaos results, hilarious at times, when Janardhan starts to change his appearance to",Priyadarshan,Akshaye Khanna,Paresh Rawal,Genelia D'Souza,Romance Comedy,2.171,2008,5.0,21.0,Akshaye Khanna Paresh Rawal Genelia D'Souza Priyadarshan Romance Comedy 2.171
168306.0,summer 2007,"Thinking that the internship they've just signed up for will be a breeze, five disaffected medical students receive a rude awakening. Hoping to be stationed near Goa, enjoy and have some fun, they instead find themselves in a remote place.They're assigned to a rural village in India crippled by poverty, malnutrition and sickness.",Suhail Tatari,Sikandar Kher,Gul Panag,Neetu Chandra,Drama,0.6,2008,,,Sikandar Kher Gul Panag Neetu Chandra Suhail Tatari Drama 0.6
73485.0,de taali,"Paglu, Amu & Abhi live the lives of each other. They drink, eat & sleep together. Amu is a girl amongst the two guys, though Paglu & Abhi don't treat her like one. Paglu is the one who makes her realize about her feelings and helps her get her love. And Abhi is the rich, kind and classy guy who falls in love every time he meets a weird girl. Life however takes a serious fun turn when one of them falls in love with the other.",Eeshwar Nivas,Riteish Deshmukh,Aftab Shivdasani,Ayesha Takia,Romance Comedy,1.406,2008,5.0,7.0,Riteish Deshmukh Aftab Shivdasani Ayesha Takia Eeshwar Nivas Romance Comedy 1.406
117329.0,haal-e-dil,"While traveling by train Shekhar attempts to woo Sanjana Sharma, but finds out she had given her heart to a former boyfriend, Rohit, who is no more. Both share some misadventures en-route to Simla, and upon arrival Shekhar openly declares his love for her knowing fully that this decision will bring nothing but heartbreak for him.",Anil Devgan,Amita Pathak,Nakuul Mehta,Adhyayan Suman,Drama Romance,0.6,2008,3.5,2.0,Amita Pathak Nakuul Mehta Adhyayan Suman Anil Devgan Drama Romance 0.6
14214.0,thoda pyaar thoda magic,"One day they pray to God for help and he does help them. He sends his most mischievous, childlike, lovable angel to the rescue, with a mission to bring Ranbeer and the kids together. Geeta (Rani Mukerji) comes bicycling down a rainbow… and bursts into Ranbeer's house as the selfproclaimed new nanny. And then starts the roller coaster ride of fun, emotions, magic and love.",Kunal Kohli,Saif Ali Khan,Rani Mukerji,Sharat Saxena,Drama Comedy,3.281,2008,5.3,36.0,Saif Ali Khan Rani Mukerji Sharat Saxena Kunal Kohli Drama Comedy 3.281
81145.0,thodi life thoda magic,"The story revolves around one such man (MK), who brings smiles to everybody's faces. He touches the lives of the people who are busy trying to fulfill their dreams in this competitive world of media and television, making them realise that happiness and Magic doesn't exist anywhere outside their being but is within...",Vinayak Rajesh,Jackie Shroff,Parmeet Sethi,Paresh Rawal,Drama,0.6,2008,,,Jackie Shroff Parmeet Sethi Paresh Rawal Vinayak Rajesh Drama 0.6
14467.0,jaane tu... ya jaane na,Two best friends being convinced that they are not in love search for each other's love.,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Murali Sharma,Drama Comedy Romance,8.489,2008,6.8,119.0,Imran Khan Genelia D'Souza Murali Sharma Abbas Tyrewala Drama Comedy Romance 8.489
20493.0,love story 2050,"Tells the story about Karan, a young, spirited, sporty boy who lives life off the rules and Sana, a young petite, shy girl who lives life by the rules. This develops into a magical love story. Karan's uncle, Dr. Yatinder Khanna's much developed time machine finally works. Sana expresses her wish to travel ahead in time to Mumbai in the future. We land in Mumbai 2050 in the time machine... along with Uncle Yatinder, Rahul, and Thea (Sana's younger brother and sister). Flying cars, 200-story buildings, robots and sky rails have changed the very face of Mumbai. Through a series of twists and turns, the time traveler Karan finds himself separating from his love. QT, a friendly femme robot, and Boo, a small robotic teddy bear play their distinct roles in bringing their love story together but soon find themselves under the threat of the demi-god of the future, Dr. Hoshi. Will Karan be able to overcome the threat of Dr. Hoshi and win his love and travel back in time?",Harry Baweja,Dalip Tahil,Priyanka Chopra,Harman Baweja,Science Fiction Romance,2.162,2008,3.3,22.0,Dalip Tahil Priyanka Chopra Harman Baweja Harry Baweja Science Fiction Romance 2.162
277615.0,mehbooba,"After dreaming of a beautiful girl for over 8 years, Budapest-based but born in Rajasthan, Karan, finally gets to meet her in the shape and form of Varsha, who happens to be the foster daughter of his lawyer, Sahid. Karan is confident that Sahid will convince Varsha to marry him - little knowing that Varsha will not only refuse to marry but she also hates men, and had a parallel New York-based lifestyle as Payal Mehra.",Afzal Khan,Manisha Koirala,Ajay Devgn,Sanjay Dutt,Drama Romance,1.152,2008,4.5,2.0,Manisha Koirala Ajay Devgn Sanjay Dutt Afzal Khan Drama Romance 1.152
15467.0,kismat konnection,Raj Malhotra is a luckless architect who seeks success but in vain. He bumps into a social activist named Priya. Raj finds out that Priya is a lucky charm for him but unfortunately she is protecting the community center for which he aims to win the contract of demolishing for a brand new shopping mall.,Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra,Drama Comedy Romance,5.232,2008,4.9,46.0,Shahid Kapoor Vidya Balan Vishal Malhotra Aziz Mirza Drama Comedy Romance 5.232
124438.0,contract,"After witnessing the brutal death of his family, an embittered ex-army officer agrees to infiltrate a gang of terrorists.",Ram Gopal Varma,Adhvik Mahajan,Sakshi Gulati,Kishor Kadam,Thriller Action,0.6,2008,4.0,2.0,Adhvik Mahajan Sakshi Gulati Kishor Kadam Ram Gopal Varma Thriller Action 0.6
20976.0,mission istaanbul,A news reporter must uncover the secret on the 13th floor of a News Station.,Apoorva Lakhia,Vivek Oberoi,Shweta Bhardwaj,Shriya Saran,Action Adventure,2.188,2008,3.3,6.0,Vivek Oberoi Shweta Bhardwaj Shriya Saran Apoorva Lakhia Action Adventure 2.188
46408.0,money hai toh honey hai,"Manikchand Khiralal is a struggling model who gets kicked out by his mentor, Dolly, when she finds another boyfriend; Lalabhai Bharodia has no business acumen, and has lost millions; Shruti is a much abused and underpaid designer; Gaurav Negi gets fired from his job with Glamour Ad Agency; Ashima Kapoor...",Ganesh Acharya,Govinda,Aftab Shivdasani,Upen Patel,Drama Comedy,1.4,2008,3.0,3.0,Govinda Aftab Shivdasani Upen Patel Ganesh Acharya Drama Comedy 1.4
19671.0,ugly aur pagli,"It is a story of Kabir, a carefree guy who has been studying engineering for the last ten years now, whose life goes for a sixer when he meets the quirky and kinky Kuhu. Kabir always wanted a girl to love but he never in his wildest dreams thought he would encounter a girl who could make him dance around circles, run around naked, ride cycles without seats, wear high heels, and many other things",Sachin Khot,Ranvir Shorey,Mallika Sherawat,Vishal Malhotra,Drama Romance,0.876,2008,3.0,2.0,Ranvir Shorey Mallika Sherawat Vishal Malhotra Sachin Khot Drama Romance 0.876
12273.0,singh is kinng,"A comic caper about Happy Singh, a Punjabi villager who goes through a series of misadventures and eventually becomes the King of the Australian underworld.",Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,Action Comedy,6.222,2008,5.5,63.0,Akshay Kumar Katrina Kaif Om Puri Anees Bazmee Action Comedy 6.222
15864.0,bachna ae haseeno,"Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way.",Siddharth Anand,Ranbir Kapoor,Bipasha Basu,Sumeet Arora,Drama Comedy Romance,3.685,2008,6.3,62.0,Ranbir Kapoor Bipasha Basu Sumeet Arora Siddharth Anand Drama Comedy Romance 3.685
26153.0,god tussi great ho,"When a rival steals his presentation and takes the credit for making it, a man gets fired from his job and lashes out on God for making his life miserable. However, God appears before him in human form and gives him his powers with a challenge to do better than him.",Rumi Jaffery,Sohail Khan,Salman Khan,Priyanka Chopra,Comedy Drama Fantasy,2.917,2008,4.2,33.0,Sohail Khan Salman Khan Priyanka Chopra Rumi Jaffery Comedy Drama Fantasy 2.917
15979.0,phoonk,"A realtor fires one of his co-workers and out of spite, the co-worker and his wife does black magic on his daughter. Being an atheist, he shuns his mother and wife's theories on the supernatural and relies on a doctor for his daughter's treatment.",Ram Gopal Varma,Amruta Khanvilkar,Ahsaas Channa,Kenny Desai,Drama Horror Mystery,1.598,2008,2.8,11.0,Amruta Khanvilkar Ahsaas Channa Kenny Desai Ram Gopal Varma Drama Horror Mystery 1.598
16537.0,mumbai meri jaan,"Shortly after 1800 hours, 11 July 2006, Mumbai was shattered by seven bomb blasts on Western Railway stations: Matunga, Mahim, Khar, Bandra, Jogeshwari, Borivali, and Bhayandar. It took the Police and ambulance over an hour to attend at various sites. This incident changes lives of Thomas, originally from Chennai, who sells tea from his bike; Rupali Joshi, a TV News reporter, who has to deal with the death of her to-be spouse, Ajay Kumar Pradhan; Suresh, in debt, starts to suspect all Muslims, especially Yusuf; Inspector Tukaram Patil, about to retire, goes about collecting bribes as usual, much to the chagrin of his embittered, honest and soon to-be suspended subordinate, Sunil Kadam; while Nikhil Agarwal, a Nationalist and environmentalist, debates whether he should re-locate to the United States, along with his pregnant wife, Sejal.",Nishikanth Kamath,Kay Kay Menon,Soha Ali Khan,Nishikant Kamat,Drama,2.153,2008,6.9,18.0,Kay Kay Menon Soha Ali Khan Nishikant Kamat Nishikanth Kamath Drama 2.153
19672.0,rock on!!,"Aditya, Joe, Kedar and Rob form a rock band, but break up after they fail to make a success of it. They establish regular lives until they decide to reunite and take another shot at fulfilling their dreams.",Abhishek Kapoor,Arjun Rampal,Farhan Akhtar,Prachi Desai,Drama,5.247,2008,6.9,73.0,Arjun Rampal Farhan Akhtar Prachi Desai Abhishek Kapoor Drama 5.247
20295.0,c kkompany,"Akshay Kumar is a crime reporter, Mr. Joshi is a retired accountant trying to deal with his ungrateful son and Lambodar are friends. These three share their respective plight with one another and find solace in each others company. On one occasion, they play a harmless prank to tackle their problems. One thing leads to another, and before they realize, the incident becomes news. But things don’t stop there. They put their new founded fame to good use, and this in turn triggers off a series of incidents, which propel them to such heights that the three become the talk of the nation. Things get beyond their control, and the three are left with no choice but to be mute spectators to their newly acquired fame, especially since no one knows their identity.",Sachin Yardi,Tusshar Kapoor,Raima Sen,Karan Johar,Comedy,1.984,2008,5.7,10.0,Tusshar Kapoor Raima Sen Karan Johar Sachin Yardi Comedy 1.984
19667.0,chamku,A traumatized child becomes a political activist but agrees to become an assassin upon being captured.,Kabeer Kaushik,Priyanka Chopra,Bobby Deol,Danny Denzongpa,Action Crime Romance Thriller,1.654,2008,3.7,9.0,Priyanka Chopra Bobby Deol Danny Denzongpa Kabeer Kaushik Action Crime Romance Thriller 1.654
46412.0,mukhbiir,"After being orphaned at the age of 12 and living with incompatible relatives, Kailash ends up on the streets, is picked by police and lodged in a cell at the age of 18. It is here he will be interrogated by S.P. Rathod and given an option of either rotting in jail or spying for him. He undertakes to co-operate fully with Rathod, undergoes training, and infiltrates a gang of Andhra Pradesh Naxalites - successfully arranging the death of its' leader, Mahendra Thapa.",Mani Shankar,Jackie Shroff,Om Puri,Sunil Shetty,Action Crime,0.6,2008,7.0,3.0,Jackie Shroff Om Puri Sunil Shetty Mani Shankar Action Crime 0.6
